Pitch,Summary
Sean__DOW__SIR.pdf,"The HFAC pitch presentation focused on Dow Chemical Company (NYSE: DOW) and was presented by Zorigoo Tugsbayar, Awais Hussain, Sriram Pendyala, Sergio Morales, and Sean Po Dow. 

History: Dow Chemical Company was established in 1897 by Herbert Dow, who utilized his knowledge of extracting bromine to sell bleach and potassium bromide. Despite European competitors attempting to drive it out of the market, Dow Chemical Company diversified its product line and expanded into other industries. The company faced challenges during the 2008 financial recession, leading to a cut in quarterly dividends.

Products: Dow Chemical Company offers a wide range of products including agriculture, automotive, coatings, electronics, furniture, infrastructure, oil and gas, packaging, paints, pharmaceuticals, processed foods, textiles, and water treatment.

Segments: The company operates in various segments including electronic and functional materials, agricultural sciences, performance materials, energy, and water purification.

Porters Five Forces Analysis: The analysis reveals weak supplier power, weak buyer power, low threat of new entrants, low threat of substitutes, and high competitive rivalry.

SWOT Analysis: Strengths include diversification in products and industries, while weaknesses include past environmental damages and competitive rivalries. Opportunities lie in investments in the Middle East and Asia, while threats include government regulations and lower chemical prices.

Comparable Analysis: Dow Chemical Company is compared with other companies in terms of operating metrics, valuation multiples, income statements, and balance sheets.

Key Ratios: Key ratios such as P/E ratio, price/book ratio, current ratio, quarterly revenue growth, and beta are analyzed.

DCF Analysis: Discounted cash flow valuation puts the stock price between $38.40 and $41.00, indicating that the current stock price of $34 is undervalued.

Buy Recommendation: The presentation suggests buying Dow Chemical Company stock due to its stability, expected growth, planned expansion in the Middle East and Asia, and potential increase in stock price to approximately $41."
Collin__CEG__SIR.pdf,"On April 7th, 2011, Constellation Energy Group, Inc., headquartered in Baltimore, Maryland, is a company that generates, trades, supplies, and distributes energy. It operates over 35 power plants in 11 states and has a market cap of 6.2B, which represents .09% of the industry. 

Stock History:
- Collin de la Bruere purchased 41 shares on 12/5/2008 at $26.94 per share.
- Target Price: $31.15
- Current Price: $32.61
- Nominal Return on Investment: 21.05%
- Considered a great merger arbitrage opportunity
- Constellation Energy canceled its merger with Berkshire Hathaway on December 17, 2008, and instead opted to sell its nuclear energy assets to EDF.

Financial Overview:
- Quick Ratio: 1.83
- Current Ratio: 1.97
- Operating Margin: 6.72%
- Profit Margin: -6.85%
- Diluted EPS: -4.9%
- Quarterly Earnings Growth (yoy): -96.4%
- Levered Free Cash Flow (ttm): -1.45B
- CEG heavily underperforming relative to the industry and sector

Revenue:
- Consistent decrease in revenues and negative operating margins
- Profit in 2009 from sale of 49.99% interest in Constellation Energy Nuclear Group LLC

DCF Analysis:
- With current projections and WACC of 7.5%, CEG’s implied value per share is $26.76, 22% less than the current trading price of $32.61
- Even with more optimistic growth rates and a lower WACC, the value only increases to $34.84 per share, slightly higher than the current price

Conclusion:
- CEG is now trading above its target price
- Negative growth in revenue over the last four years
- Negative free cash flows in the trailing four quarters
- Both trends are firm-specific, not industry-wide
- Decision: Sell"
Connor__Aeropostale__SIR.pdf,"Summary of (NYSE: ARO) Recommendation: Buy (PT: $35.00 +30%)

Aeropostale (ARO) is a specialty retailer currently trading at historical multiple lows. The company has shown consistent financial performance, with positive comp same-store sales despite challenging retail conditions. The stock is currently down 20% since May, providing a significant margin of safety. 

Key catalysts for investment include retail buyouts in play, significant share buybacks by company management, and the belief that shares are greatly undervalued. ARO has a high return on capital (ROC) and high earnings yield, with no debt. 

The company has shown strong performance metrics, with impressive gross margin, EBITDA margin, and net income margin. ARO's sales per square foot are among the highest in the industry. The company has been consistently buying back shares and accumulating cash on its balance sheet.

Relative valuation analysis shows ARO trading at a discount compared to its peers. Recent retail buyouts in the market suggest ARO could be a potential buyout candidate due to its management, high operating margin, high free cash flow yield, and undervaluation.

Overall, the investment thesis suggests that ARO is a solid buy opportunity with a price target of $35.00, representing a potential 30% increase. The company's strong financial performance and strategic initiatives make it an attractive investment choice."
Connor__BETM__SIR.pdf,"Special Ops focuses on special situations such as liquidations, post-bankruptcies, spin-offs, merger arbitrage, and value plays with a catalyst or hidden assets. Their role in HFAC is to find stocks that would otherwise go unnoticed because they ""screen poorly"" and provide event-driven investments that are uncorrelated with the rest of the portfolio. They dig deep in small and micro-caps for value, taking advantage of a relatively small capital base. Special Ops believes that hidden, event-driven, small-cap ideas are where HFAC can have the greatest advantage over other funds.

American Wagering (BETM) is a company that designs and markets equipment and software for sports and horse/dog racing. They were founded in 1995 and are headquartered in Las Vegas, Nevada. They offer an extensive network of betting kiosks and sportsbooks within bars, racetracks, and casinos, including MGM Grand and the Venetian. They also have a mobile application that allows bettors in Nevada to place wagers through their mobile phones or tablet devices.

BETM's revenue breakdown in Fiscal Year 2011 includes revenue from wagering, hotel/casino operations, and systems such as kiosk and sportsbook sales. On April 13th, 2011, William Hill signed a binding agreement to buy BETM for $18 million, translating to $0.90 per share after paying off its debt. The deal is pending approval from the Nevada Gaming Commission, with management expecting the merger to close in the first half of 2012. The current yield on the deal is 38%, with annualized best-case and worst-case scenarios of 139% and 47%, respectively.

William Hill, the acquirer, is one of the largest bookmakers in the UK with a market cap of $1.6 billion. They are looking to make three acquisitions in the US in 2012 and see significant growth opportunities in the American market. The deal with BETM is seen as a perfect opportunity to enter the American market and leverage existing relationships with casinos for kiosk and sportsbook operations.

The deal is expected to go through as it has been unanimously approved by BETM's board, and management owns more than 50% of the company's stock. The company has good assets but is too small to continue operations on its own. This opportunity exists because BETM is a micro-cap company trading OTC, which has kept it off the radar of most analysts and big investors.

Special Ops recommends initiating a position in BETM immediately with a limit price of $0.70."
Connor__InsWeb__SIR.pdf,"Summary:

- On October 10, 2011, InsWeb agreed to sell the majority of its business for $65 million in cash to Bankrate.
- InsWeb currently trades at $8.09 with an estimated fair value of $9.35, representing a 17% upside.
- InsWeb is an insurance lead company where insurers pay InsWeb whenever someone buys insurance through the lead.
- Bankrate is a larger insurance lead company.
- The transaction between Bankrate and InsWeb aims to allow Bankrate to gain access to InsWeb's patents and expand its market share.
- Risks include financing problems, antitrust risks, and poor cash allocation, but these are mitigated by Bankrate's cash flow and the deal's structure.
- Valuation estimates predict the stock price rising to around $9.35 with conservative estimates.
- The deal is currently measured with a 57% chance of going through, which is believed to be too low.
- The opportunity exists due to the relatively small transaction size of $65 million and the lack of high publicity for the deal.
- The deal is expected to go through by Q1 2012, and it is recommended to buy a full position of INSW at current market prices."
Connor__Maxygen__SIR.pdf,"Maxygen (MAXY) announced a joint venture with Astellas Pharma in July 2009, becoming a non-operating company to monetize its assets and return value to shareholders. The Perseid JV, in which MAXY has 83% ownership, is a clinical stage venture formed with Astellas. Astellas contributed $10mm and received a 17% stake in Perseid, worth approximately $59mm currently. Astellas has specified call prices through 2012. The JV is performing well, with Astellas making a $5mm milestone payment recently.

After the Astellas deal, the management team owns 13.5% of Maxygen and is incentivized to maximize shareholder value. Valuation includes cash, cash burn, Bayer payment, and the Perseid JV with Astellas. Maxygen is eligible for a $30mm milestone payment from Bayer based on certain conditions. The failure to meet these conditions could reduce the payment. Valuation details show potential upside based on Astellas' buy-in price.

The opportunity exists due to Maxygen's small size and lack of interest from large investors. The company is undervalued, essentially trading at cash value, ignoring its valuable assets like the Astellas JV. The recommendation is to initiate a large position and hold at least until the end of 2012 for potential rewards."
Connor__NILSY__SIR.pdf,"A lucrative odd-lot tender opportunity was identified by the Special Ops Team, including Connor Haley, Peter Chase, Anuj Shah, and Rob Boling. An odd-lot tender offer is a specific form of a share buyback where shareholders who own less than 100 shares can offer to sell their shares back to the company. This form of share buyback helps companies reduce the high cost of servicing small shareholder accounts.

The company involved in this opportunity is Norilsk Nickel Mining and Metallurgical Co (NILSY.PK), a Russia-based company that is the world's leading producer of nickel, palladium, platinum, copper, and cobalt. The company announced a self-tender offer to purchase 14,705,882 ordinary common shares and/or ADSs at $306 per common share and $30.60 per ADS.

The spread between the current price and the tender price offers a potential annualized return of 1283.12%. Shareholders with less than 1000 ADSs or 100 common stock will not be subject to pro-ration, creating a great investment opportunity.

The players involved in this opportunity include two Russian oligarchs, Oleg Deripaska and Vladimir Potanin, who both want control of the company. Potanin has a greater stake, more board seats, and a better relationship with management than Deripaska. Taking the odd-lot offer could benefit Potanin and potentially avoid an expensive mandatory offer.

There are antitrust risks associated with the deal that must be approved by the Russian equivalent of the FTC. However, the company believes that the offer will not violate antitrust laws. Downside protection is provided by the company's strong market position and limited downside risk.

Based on the analysis, the recommendation is to purchase 118 ADS (NILSY.PK) at a limit price of $21.10 before October 24th, 2011, to ensure completion by the October 28th deadline."
Jared__OMEX__SIR.pdf,"Summary of Ticker: OMEX
- Business model: Odyssey Marine Exploration (OMEX) focuses on the search, recovery, and sale of sunken cargo, particularly treasure from historic shipwrecks.
- Operational history: Notable finds include SS Republic in 2003 ($75 million), Black Swan in 2007 ($500 million), HMS Victory in 2009 (unknown), SS Gairsoppa in 2011 ($250 million), and various other shipwrecks.
- Recent discovery: Gairsoppa project involves the recovery of 7,000,000 ounces of silver from a shipwreck found southwest of Ireland. Operation to begin soon with low costs.
- Competitors: Seafarer Exploration, Deep Blue Marine, Marine Exploration Inc., and private treasure hunters. Odyssey is considered to have an unparalleled track record.
- Industry potential: Estimates suggest there are thousands of valuable shipwrecks underwater worth billions of dollars.
- Balance sheet: Shows increasing cash reserves and assets over the years.
- Investment thesis: Odyssey is in a unique position with a pending recovery that could support the share price. They are poised to lead in a growing industry with cutting-edge technology and expertise. The Gairsoppa silver recovery alone could be worth 75% of the current market cap. Analysts recommend buying with a target of $5.00 (current price: $3.00). Hedge funds hold a significant portion of shares. Multiple potential recoveries expected in the next year."
Jennifer__AGG.pdf,"Summary:

The iShares Barclays Aggregate Bond Fund (AGG) is discussed in a presentation on November 19, 2009, by Greg Babiarz, Eric Glyman, Grace Jiang, Nihar Shah, Scott Vautour, and Jennifer Xia. The presentation covers various aspects of the fund:

1. Why Bonds?
It emphasizes the stability and growth potential of bond investments.

2. Overview of AGG Holdings:
- Net Assets: $10.62 Billion
- Adjusted Duration: 4.16 Years
- Weighted Average Maturity: 5.81 Years
- Number of Holdings: 234

3. Returns:
- Shows consistent positive returns over time.
- Illustrates the relative risk-return characteristics of the fund.

4. Risks:
- Discusses tracking error, beta, duration, variance of price fluctuations, and the impact of the Lehman Brothers collapse.
- Highlights the creditworthiness of the underlying bonds as a reason to buy.

Overall, the presentation suggests that AGG is a stable investment option with low risk and consistent returns."
Karti__BAMM__SIR.pdf,"Books-A-Million (BAMM) is a book retailer in the southeastern United States that operates superstores and traditional bookstores. They offer a wide selection of best sellers, hardcover and paperback books, magazines, and newspapers in-store and online. Despite recent operating losses, BAMM maintains consistent returns and non-cyclical revenue streams, with a favorable Price/Book Ratio and unique book selection.

Opportunities for BAMM include undervalued stock, straightforward company valuation, online expansion, and regional expansions in the Southern US. However, threats such as e-books stealing market share and a lack of a strong online presence pose challenges. BAMM's main competitors are upscale stores with entrenched market positions in the Southeast, and they have a partnership with Barnes and Noble for the Nook.

Financially, BAMM is more profitable than Barnes and Borders, with a lower Price/Book ratio. They have a better balance sheet and higher profitability, despite declining revenue growth and weak margins. Positive signs include rising cash reserves, decreasing receivables, and increasing retained earnings. Negative signs include high cost of revenue and declining dividends.

Investors are interested in buying BAMM due to its low Price/Book ratio compared to historical levels and its potential for a 50% return if it returns to previous trading levels. Overall, BAMM presents a potentially lucrative investment opportunity with some challenges to overcome."
Kevin__NETFLIX__SIR.pdf,"NETFLIX (NFLX): BUY

Today’s Presentation
I. Background
II. SWOT Analysis
III. Porter’s Five Forces
IV. Competitor Analysis
V. Financial Statements
VI. DCF

BACKGROUND
History
Netflix.com, Inc. was founded in 1997 by Reed Hastings with a unique concept: DVD by mail with flat rates and no late fees.
- Initial public offering in 2002
- Toppled Blockbuster as the market leader
- Employs 495 individuals nationwide
- Owns 50 warehouses with 100,000 titles each
- Shipped more than 2 billion titles to date
- Has a total of 14 million subscribers
Services
- DVD by mail, movies, and TV shows
- Online video streaming via various devices
- Recommendation system
- Mobile/table applications

SWOT ANALYSIS
Strengths
- Customer ease of use
- High barriers to entry
- Convenient fee structure
- Strategic partnerships
- Wide range of content

Weaknesses
- Reliance on postal service
- Declining investor confidence
- Distribution time delays
- Weak leverage over content providers

Opportunities
- Establishing as a content distributor
- Advertising on envelopes and DVD covers
- Expanding to rent video games and instructional videos
- Strong branding

Threats
- Competition from iTunes, YouTube, free streaming websites, studio competition, and other subscription services
- Threat of substitutes like piracy

PORTER’S FIVE FORCES
- Supplier Power: Unbalanced in favor of suppliers
- Buyer Power: Limited negotiation room for buyers
- Barriers to Entry: High initial costs and complex logistics
- Threat of Substitutes: Easy for customers to switch
- Degree of Rivalry: High rivalry among competitors

COMPETITOR ANALYSIS
- Competitors include Redbox, Blockbuster, Hulu Plus, Amazon Prime, and local stores
- Financial comparison shows differences in market capitalization, margins, leverage, and returns

FINANCIAL STATEMENTS
- Income statement shows revenue growth and decreasing expenses
- Balance sheet reveals growing inventories and increasing debt
- Cash flow analysis indicates zero cash flow on average and stock repurchases

DISCOUNTED CASH FLOW
- Pessimistic outlook with a recommendation of a strong buy based on financial analysis
- Concerns about management efforts to regain lost customers but fundamentals remain intact

In conclusion, despite some concerns, Netflix is recommended as a strong buy based on financial performance and market positioning."
Kwon-Yong__CCX__SIR.pdf,"Sofia Hou & Kwon-Yong Jin have analyzed the COMMODITY CURRENCY ETF (CCX) offered by Wisdom Tree. The ETF focuses on commodity currencies, which benefit during periods of global growth and US inflation while having less downside risk than commodities themselves. The makeup of CCX includes an equal weighting between developed and emerging markets, with currencies such as the Brazilian real, Chilean peso, Russian ruble, South African rand, Australian dollar, Canadian dollar, Norwegian krone, and New Zealand dollar. The ETF also includes commodities from countries that are the world's largest exporters of various goods, such as gold, silver, nickel, natural gas, and more.

The 52-week return for CCX is 9.43%, with an expense ratio of 0.55% and a current price of $27.91. The ETF offers advantages such as hedging against US inflation and providing diversification to traditional bond and stock portfolios. However, there are dangers to consider, such as the possibility of commodities being in a bubble and recent declines in metal prices. 

In summary, Hou & Jin recommend buying CCX as it serves as a good hedge against US inflation and provides a diversification strategy for existing portfolios. They suggest that CCX offers balance to their current equity-heavy portfolio and is a valuable addition for investors looking to diversify their holdings."
Kwon-Yong__Linkedin__SIR.pdf,"LinkedIn (NYSE: LNKD) is a professional networking site that went public with an IPO in May 2011. It allows members to create professional profiles, upload their resumes, and build professional networks. The company has been expanding rapidly, with a revenue CAGR of 76%.

LinkedIn operates on three revenue streams: ""Hiring solutions"" such as job postings, corporate solutions, ""Marketing solutions"" through ads, and premium subscriptions like Business, Business Plus, and Executive subscription products. The revenue breakdown for the company as of June 30, 2011, was 48% from Hiring Solutions, 32% from Marketing Solutions, and 20% from Premium Subscriptions.

The main costs for LinkedIn include overhead for web hosting and operations, sales and marketing, product development, and general/administrative expenses. The company had a successful IPO on May 19, 2011, with an initial valuation of $3 billion, which increased to $9 billion after one day of trading.

Financial statistics for LinkedIn show significant growth in assets, liabilities, net revenue, operating income, and EPS. However, the company has downsides such as a high valuation (1000x P/E), lack of profitability in the near future, and increased costs due to field marketing. There is also a concern about a possible short squeeze, but LinkedIn has enough cash to protect its position.

In conclusion, there are doubts about the true user base of LinkedIn, as a substantial majority of members do not visit the site regularly. The high valuation and potential short squeeze make the stock risky, but LinkedIn has enough cash on hand to handle temporary price fluctuations."
Kwon-Yong__TNH__SIR.pdf,"Summary of Harvard Financial Analysts Club presentation on Terra Nitrogen (TNH):

- Terra Nitrogen is a company that produces and distributes nitrogen fertilizers primarily in the Corn Belt and Central and Southern plains, with production facilities in Oklahoma. It is a subsidiary of Terra Industries, which is itself a subsidiary of CF Industries.
- TNH's Oklahoma facility accounts for a significant portion of North American ammonium and UAN capacity, with competitors including Agrium, Koch Nitrogen, and LSB Industries.
- The demand for nitrogen fertilizers is essential for corn and other agricultural products, with rising prices for key agricultural products like corn. Corn planting has increased by 10% per year for the last two years, and drought in some countries, including China, is affecting supply.
- Natural gas accounts for 50% of TNH's costs, with prices remaining depressed despite an increase in offshore drilling. TNH operates as a master limited partnership, providing pass-through income to investors.
- In 2010, TNH paid a high dividend of $5.01 per common unit with a strong cash position. Key financial statistics include a market cap of $2.16B, revenue of $565M, net income of $202M, zero debt, and $125M in cash.
- A competitor comparison shows TNH's market cap, revenue, and operating margin in comparison to Agrium, Potash, and Mosaic.
- Main DCF assumptions for TNH include growth rates, expenses, CapEx, working capital changes, D&A, and WACC.
- DCF results show valuation at different discount rates, with a recommendation to buy TNH based on favorable market conditions, high profit margins, low P/E, and DCF analysis. The recommendation is to purchase 9 shares of TNH for $1044 based on risk management."
NA___WDC__SIR.pdf,"Summary of 3/26/2011:

- Western Digital (WDC) designs, develops, manufactures, and sells hard drives globally for desktop and notebook computers, enterprise applications, video surveillance equipment, and consumer electronic devices.
- Their Market Cap is $8.66 billion.
- 40 shares were purchased at $29.01 on 4/27/2008 and are currently trading at $37.39 on 3/25/2011.
- The nominal return is +28.89% or +$8.38.
- The initial purchase was based on Velociraptor and GreenPower Technology, P/E of 9.65, industry growth, YOY growth of 138.3%, and acquisitions.
- WDC introduced 3 TB and 6 TB hard drives on 3/21/2011.
- They acquired Hitachi's Hard Disk Unit on 3/21/2011.
- Comparison of financial metrics with Seagate (STX) and EMC Corporation (EMC).
- Decision to sell due to hitting the target price, potential inflated value, recent acquisition, and expectations."
NA__BETM__SIR.pdf,"Special Ops focuses on special situations such as liquidations, post-bankruptcies, spin-offs, merger arbitrage, and value plays with a catalyst or hidden assets. Their role in HFAC is to find stocks that would otherwise go unnoticed because they ""screen poorly"" and provide event-driven investments that are uncorrelated with the rest of the portfolio. They dig deep in small and micro-caps for value, believing these hidden, obscure, event-driven, small-cap ideas are where HFAC can have the greatest advantage over other funds.

American Wagering (BETM) designs and markets equipment and software for sports and horse/dog racing. Founded in 1995 and headquartered in Las Vegas, Nevada, the company has a current market cap of $5.42 million. They develop and operate an extensive network of betting kiosks and sportsbooks within bars, racetracks, and casinos, including MGM Grand and The Venetian. Their revenue breakdown for fiscal year 2011 includes wagering at 57%, hotel/casino at 18%, and systems at 25%.

On April 13th, 2011, a binding agreement was signed for William Hill to buy BETM for $18 million, translating to $0.90 per share after paying off debt. The deal is pending approval from the Nevada Gaming Commission, with management expecting it to close by the first half of 2012. The current yield on the deal is 38%, with an annualized best-case scenario of 139% and worst-case scenario of 47%.

William Hill, the acquirer, is one of the largest bookmakers in the UK, offering betting through various channels. With a current market cap of $1.6 billion, they are looking to make acquisitions in the US in 2012. They have initiated bridge loan financing with American Wagering and have already made payments to key personnel to stay on post-merger.

The deal is likely to go through due to the opportunity for William Hill to enter the American market, legal momentum in online gambling, and the ability to utilize American Wagering's existing relationships with casinos. The management at William Hill sees significant growth opportunities by combining their product range with American Wagering's capabilities.

The deal is expected to go through as it has been unanimously approved by BETM's board, and management owns more than 50% of the company's stock. The company's financial problems are solved by the acquisition, and the opportunity exists due to BETM being a micro-cap company that trades OTC, making it off the radar for most analysts and big investors.

In conclusion, Special Ops recommends initiating a position in BETM immediately with a limit price of $0.70, as they believe this is a valuable opportunity that HFAC should explore."
NA__COH__SIR.pdf,"Coach, Inc. (COH) is an upscale leather goods company founded in 1941 in New York. They specialize in both men and women's fine accessories, including handbags, business cases, accessories, footwear, clothing, sunwear, luggage, watches, and fragrances. The main focus of the company is on handbags, with manufacturing primarily done in Asia.

The company operates in two main business segments: Direct-to-Consumer and Indirect (Department Stores). Direct-to-Consumer includes retail stores in North America, Japan, Hong Kong, Macau, mainland China, as well as online and catalog sales. The company also has factory stores that sell discontinued or irregular inventory. Indirect sales are made through department stores and wholesalers in the US and internationally.

Coach's main products are handbags, which account for 63% of revenue. They also offer business cases, computer bags, messenger-style bags, totes, sunglasses, and fragrances. The company's main competitors include luxury brands like Louis Vuitton and Gucci, as well as lower-end brands like Cole Haan and Dooney & Burke.

The luxury goods industry is characterized by cyclical trends, with significant growth in Asia, particularly China. Coach faces moderate supplier power due to raw material prices, mainly leather, but benefits from buying materials in large volumes. Buyer power is also moderate, with no switching costs for consumers. The threat of substitutes is high, but Coach's brand recognition and pricing strategies help retain customers.

Recent expansions have seen Coach entering new markets in Japan, China, and Europe, with plans for further growth. Financially, the company has shown positive results, with strong revenue and profit margins. Despite competition from upscale designers and counterfeiting threats, Coach remains a stable and growing company.

Based on the analysis, the recommendation is to buy Coach, Inc. (COH) stock, with a target price of $75. The company's growth opportunities in Asia, stable performance, and strong financials make it an attractive investment opportunity."
NA__RioTinto__SIR.pdf,"Summary:

Rio Tinto (RIO) is a UK-based mining company and one of the largest in the world. Their businesses include open pit and underground mines, mills, refineries, and R&D. They have a strong presence in key markets like China, Japan, and the US. Strengths include being the 2nd largest producer in global seaborne iron ore trade, profitability, and strategic geographic positioning. However, weaknesses include high volatility in commodities markets and limited product diversity. Opportunities lie in potential acquisitions, strategic positions in emerging markets, and rising demand in Asian markets. Threats include competition from companies like BHP Billiton and uncertainties in the global economy.

Financial Analysis:

- Rio Tinto has a relatively cheap valuation compared to BHP and Vale.
- They have low debt and improved margins after cleaning up between 2007-2010.
- However, their margins are lower due to a focus on iron ore.
- Potential concerns include a slowdown in key markets, dependence on iron ore, and uncertainties in taxes and profits.

Investment Rationale:

- Investing in Rio Tinto is essentially a bet on the global economy.
- Industry consolidation is favorable for players like Rio.
- Geographic expansion into India and Africa is a growth opportunity.
- Rio has a stronger balance sheet post-crisis and can pursue strategic acquisitions.
- They are relatively cheap compared to competitors like Vale and BHP, with a focus on iron ore."
Peter__Petrobras__SIR.pdf,"Peter Hadar and Greg McDouglas provided a detailed summary of Petrobras, a Brazilian energy company specializing in oil and natural gas exploration, production, and distribution. In 2010, the company averaged 2.583 million barrels of oil equivalent per day, with 83% oil and 17% natural gas. Petrobras is the largest company in Latin America and partially publicly owned, with government support from the new President who was previously the ex-Board Chairwoman. The company's business segments include Energy and Petroleum (25%), Supply (45%), Gas and Energy (4%), Distribution (19%), and International operations mainly in Argentina (7%).

The company's stock is trading at $40.33 per share with a market capitalization of $263.04 billion, making it the second-largest publicly traded oil company in the world after ExxonMobil. Petrobras has an enterprise value of $292.75 billion, a beta of 1.36, and a dividend yield of 0.4%. Financial ratios indicate a P/E of 9.4 (industry average 20.1 for Oil & Gas drilling and Exploration), Price/Book of 1.4 (industry average 2.3), and ROE of 18.0% (industry average 10.8%).

Despite a low P/E ratio possibly due to debt, Petrobras has strong fundamentals with debt numbers similar to past years and profitability. The company's current ratio of 1.9 reflects its ability to meet short-term obligations. Challenges include uncertainty about the industry's installed capacity meeting future demands and lack of information on new oil fields.

Petrobras has promising prospects with recent discoveries in off-shore pre-salt layer oil megafields such as Tupi, Jupiter, and joint ventures. Oil demand has increased recently and is expected to rise further, while supply growth is slower. The company is expanding in Latin America with acquisitions in Argentina and operations in other countries.

The investment thesis for Petrobras includes good financial performance, government support, a strong presence in Latin America and the oil market, consistent oil discoveries, and potential for growth. The recommendation is to buy Petrobras stock."
Robert__Chimera__SIR.pdf,"Robert Kindman and Greg McDouglas are associated with Chimera Investment Corporation, which focuses on taking advantage of market opportunities by investing in various asset classes. The company has a diversified portfolio that includes investments in residential mortgage-backed securities, residential mortgage loans, and real estate-related securities. They also have a mortgage repackaging arm and offer long-term risk-adjusted returns with a significant dividend.

Strengths of Chimera Investment Corporation include a balanced and flexible portfolio that generates attractive returns, efficiency in dealing with financial intermediaries, flexibility in adapting to market conditions, and a sophisticated internal portfolio management system. They have shown a 64.5% increase in net income over the past year and have the lowest Enterprise Value / EBITDA ratio in the industry.

Weaknesses of Chimera Investment Corporation include a somewhat high debt to equity ratio, the potential for decreased returns due to macroeconomic factors, and the threat of government regulation of packaged securities. Despite these weaknesses, the company has a proven track record and has been given an 'Outperform' designation by Credit Suisse.

Basic financials of Chimera Investment Corporation show a market cap of $4.2 billion, an enterprise value of $8.25 billion, and an EBITDA of $649 million. The company is trading at $4.02 per share and has a yield of 16.55%.

Comparing Chimera Investment Corporation to Annaly Capital Management (NLY), CIM offers a higher yield at 16.55% compared to NLY's 14%. Additionally, CIM has a lower P/B ratio, P/E ratio, and higher debt/equity ratio compared to NLY. Despite some weaknesses, Chimera Investment Corporation presents a potentially attractive investment opportunity in the market."
Sofia__BestBuy__SIR.pdf,"Best Buy (NYSE: BBY) is a retailer of consumer electronics, home office, software, and appliances with a market cap of $11.8 billion and a 19% market share. It is the primary electronics retailer in the eastern United States and operates domestically and internationally under various brand names in Canada, Mexico, Europe, and China. Best Buy also has large online retail operations such as Geek Squad, Future Shop, and Napster.com. Recent expansions include the Best Buy Mobile arm, a 50% acquisition of Carphone Warehouse, and expansion into the UK.

The stock was trading at $30.25 with a dividend of $0.60 (2%) on April 14, 2011. Best Buy has been trading at one of its lowest points since the recession, but it has been named one of the ""Best Companies for Hourly Workers"" due to its dedication to community efforts. The company is focused on high-growth international opportunities, including Best Buy Mobile, Turkey/China, and larger TVs. Many investors believe the stock has hit bottom, with no sign of decreased profitability and continued revenue growth over the past few years.

Key financials show a current ratio of 1.2, an operating margin of 4.65%, a profit margin of 2.54%, diluted EPS of 3.08, an ROA of 80.8%, and an ROE of 19.16%. Best Buy's total cash is $1.12 billion, total debt is $1.71 billion, and the current ratio is 1.21.

With a low P/E ratio of 9.64, Best Buy is considered a strong buy, trading close to its 52-week low. Analysts believe the current price is the absolute lowest and that the stock is undervalued even in conservative valuations. There is significant growth potential in the domestic mobile market and in China."
Sofia__LPHI__SIR.pdf,"Life Partner Holdings Inc. (LPHI) is a company that securitizes life insurance policies by buying and repackaging life insurance policies of elderly individuals to sell to investors. Investors pay premiums and receive death benefits in return. The total value of life insurance policies in the US is $26 trillion.

As of January 29, 2011, the market cap of LPHI was $283.81 million before, and the current market cap is $203.59 million. The stock price before was $19.02, and the current price is $9.99 (approximately $12.49 if stocks didn't split 5:4).

Financial ratios from Reuters show changes before and now: Current ratio increased from 2.77 to 4.02, PB ratio decreased from 5.58 to 2.62, PE ratio decreased from 9.66 to 8.06, PEG ratio changed from 0.68 to -0.22, and ROA decreased from 54.17 to 38.29.

Recent investigations revealed that LPHI significantly underestimated life expectancies of policyholders, leading to misrepresented returns to investors. The company's success was based on attractive projected returns for clients, but actual life expectancies were found to be three times longer than projected. Founder Mr. Pardo was once charged with overstating company profits in a previous company.

The SEC initiated a probe in response to these reports, and LPHI may need to adjust the way it calculates life expectancies. The company faces allegations of misrepresenting returns, withholding risks from investors, and lacking trustworthy calculations.

Several lawsuits have been filed against LPHI, alleging violations of law by certain officers and directors. Investors are advised to consider selling their shares in the company."
Sofia__Pfizer__SIR.pdf,"Pfizer (PFE) is a research-based, global biopharmaceutical company with a diverse healthcare portfolio that includes human and animal biologic and small molecule medicines, vaccines, nutritional products, and consumer healthcare products. The company is divided into Primary Care, Specialty Care, Established Products, Emerging Markets, and Oncology divisions, with a market capitalization of $157.43 billion.

In March 2011, a former marketing executive filed a lawsuit against Pfizer, and the company completed the acquisition of Kings Pharmaceuticals. In December 2010, Ian Read replaced Jeff Kindler as the new CEO, and in October 2010, Pfizer acquired FoldRX, a drug discovery and clinical development company. In December 2009, Pfizer sold Vicuron Pharmaceuticals to Durata Therapeutics.

Historically, Pfizer was valued at $26.66, but currently, the stock has broken a 52-week high after being in a rut for a while. The company's stock prices have been climbing since the CEO switch. Investors are now waiting on the Q1 2011 financial results.

A discounted cash flow (DCF) analysis was conducted with conservative, fair, and optimistic assumptions. The conservative scenario assumes revenue growth at 1%, a 10% discount rate, and a 35% tax rate, resulting in a value of $9.65. By adjusting the assumptions to more fair values, such as revenue growth at 5% in the first years, a 6.57% discount rate, and a 25% tax rate, the value increases to $21.50. Changing the terminal growth rate to 2% further increases the value to $24.38."
